scenario,mode,epsilon,seed,policy,packet,from,to,window,expected_s,send_s,overshoot_s,malicious_sender
1,medium,5.0,37,AODV,1001,n6,n5,4,210.000,215.378,5.378,1
1,medium,5.0,37,AODV,1001,n6,n10,18,255.000,260.510,5.510,1
1,medium,5.0,37,OLSR,1001,n6,n10,18,75.000,80.765,5.765,1
1,medium,5.0,37,OLSR,1001,n6,n10,18,135.000,144.437,9.437,1
1,medium,5.0,37,OLSR,1001,n6,n10,18,195.000,200.891,5.891,1
1,medium,5.0,37,OLSR,1001,n6,n10,18,255.000,262.182,7.182,1
1,medium,5.0,37,OLSR,1001,n6,n10,18,315.000,320.645,5.645,1
1,medium,5.0,37,OLSR,1001,n6,n10,18,375.000,380.378,5.378,1
1,medium,5.0,37,OLSR,1001,n6,n10,18,435.000,440.510,5.510,1
1,medium,5.0,37,OLSR,1001,n10,n14,22,525.000,530.363,5.363,1
1,medium,5.0,37,OLSR,1001,n10,n14,22,585.000,590.532,5.532,1
1,medium,5.0,37,OLSR,1001,n10,n14,22,645.000,650.510,5.510,1
1,medium,5.0,37,DSR,1001,n6,n10,18,75.000,80.765,5.765,1
1,medium,5.0,37,DSR,1001,n6,n5,4,90.000,99.437,9.437,1
1,medium,5.0,37,DSR,1001,n6,n10,18,135.000,140.891,5.891,1
1,medium,5.0,37,DSR,1001,n6,n5,4,150.000,157.182,7.182,1
1,medium,5.0,37,DSR,1001,n6,n5,4,210.000,215.645,5.645,1
1,medium,5.0,37,DSR,1001,n6,n10,18,255.000,260.378,5.378,1
1,medium,5.0,37,DSR,1001,n6,n5,4,270.000,275.510,5.510,1
1,medium,5.0,38,DSDV,1001,n6,n10,18,75.000,80.891,5.891,1
1,medium,5.0,38,DSDV,1001,n6,n5,4,90.000,97.182,7.182,1
1,medium,5.0,38,DSDV,1001,n6,n10,18,135.000,140.765,5.765,1
1,medium,5.0,38,DSDV,1001,n6,n5,4,150.000,159.437,9.437,1
1,medium,5.0,38,DSDV,1001,n10,n14,22,225.000,232.182,7.182,1
1,medium,5.0,38,DSDV,1001,n10,n9,7,240.000,246.834,6.834,1
1,medium,5.0,38,DSDV,1001,n10,n14,22,285.000,291.156,6.156,1
1,medium,5.0,38,DSDV,1001,n10,n9,7,300.000,305.510,5.510,1
1,medium,5.0,38,AODV,1001,n6,n10,18,75.000,80.891,5.891,1
1,medium,5.0,38,AODV,1001,n6,n5,4,90.000,97.182,7.182,1
1,medium,5.0,38,AODV,1001,n6,n10,18,135.000,140.765,5.765,1
1,medium,5.0,38,AODV,1001,n6,n5,4,150.000,159.437,9.437,1
1,medium,5.0,38,AODV,1001,n10,n14,22,225.000,232.182,7.182,1
1,medium,5.0,38,AODV,1001,n10,n9,7,240.000,246.834,6.834,1
1,medium,5.0,38,AODV,1001,n10,n14,22,285.000,291.156,6.156,1
1,medium,5.0,38,AODV,1001,n10,n9,7,300.000,305.510,5.510,1
1,medium,5.0,38,OLSR,1001,n6,n10,18,75.000,80.891,5.891,1
1,medium,5.0,38,OLSR,1001,n6,n10,18,135.000,142.182,7.182,1
1,medium,5.0,38,OLSR,1001,n6,n10,18,195.000,200.765,5.765,1
1,medium,5.0,38,OLSR,1001,n6,n10,18,255.000,264.437,9.437,1
1,medium,5.0,38,OLSR,1001,n10,n14,22,345.000,352.182,7.182,1
1,medium,5.0,38,OLSR,1001,n10,n14,22,405.000,411.834,6.834,1
1,medium,5.0,38,OLSR,1001,n10,n14,22,465.000,471.156,6.156,1
1,medium,5.0,38,OLSR,1001,n10,n14,22,525.000,530.510,5.510,1
1,medium,5.0,38,DSR,1001,n6,n10,18,75.000,80.891,5.891,1
1,medium,5.0,38,DSR,1001,n6,n5,4,90.000,97.182,7.182,1
1,medium,5.0,38,DSR,1001,n6,n5,4,150.000,155.765,5.765,1
1,medium,5.0,38,DSR,1001,n6,n10,18,195.000,204.437,9.437,1
1,medium,5.0,39,DSDV,1001,n6,n10,18,75.000,80.645,5.645,1
1,medium,5.0,39,DSDV,1001,n6,n5,4,90.000,95.378,5.378,1
1,medium,5.0,39,DSDV,1001,n10,n14,22,165.000,172.182,7.182,1
1,medium,5.0,39,DSDV,1001,n10,n9,7,180.000,185.645,5.645,1
1,medium,5.0,39,DSDV,1001,n10,n14,22,225.000,230.378,5.378,1
1,medium,5.0,39,DSDV,1001,n10,n9,7,240.000,245.510,5.510,1
1,medium,5.0,39,AODV,1001,n6,n10,18,75.000,80.645,5.645,1
1,medium,5.0,39,AODV,1001,n6,n5,4,90.000,95.378,5.378,1
1,medium,5.0,39,AODV,1001,n10,n14,22,165.000,172.182,7.182,1
1,medium,5.0,39,AODV,1001,n10,n9,7,180.000,185.645,5.645,1
1,medium,5.0,39,AODV,1001,n10,n14,22,225.000,230.378,5.378,1
1,medium,5.0,39,AODV,1001,n10,n9,7,240.000,245.510,5.510,1
1,medium,5.0,39,OLSR,1001,n6,n10,18,75.000,80.645,5.645,1
1,medium,5.0,39,OLSR,1001,n6,n10,18,135.000,140.378,5.378,1
1,medium,5.0,39,OLSR,1001,n10,n14,22,225.000,232.182,7.182,1
1,medium,5.0,39,OLSR,1001,n10,n14,22,285.000,290.645,5.645,1
1,medium,5.0,39,OLSR,1001,n10,n14,22,345.000,350.378,5.378,1
1,medium,5.0,39,OLSR,1001,n10,n14,22,405.000,410.510,5.510,1
1,medium,5.0,39,DSR,1001,n6,n10,18,75.000,80.645,5.645,1
1,medium,5.0,39,DSR,1001,n6,n5,4,90.000,95.378,5.378,1
1,medium,5.0,40,DSDV,1001,n6,n10,18,75.000,84.209,9.209,1
1,medium,5.0,40,DSDV,1001,n6,n5,4,90.000,97.422,7.422,1
1,medium,5.0,40,DSDV,1001,n10,n14,22,165.000,170.178,5.178,1
1,medium,5.0,40,DSDV,1001,n10,n9,7,180.000,189.209,9.209,1
1,medium,5.0,40,DSDV,1001,n10,n14,22,225.000,232.422,7.422,1
1,medium,5.0,40,DSDV,1001,n10,n9,7,240.000,246.323,6.323,1
1,medium,5.0,40,AODV,1001,n6,n10,18,75.000,84.209,9.209,1
1,medium,5.0,40,AODV,1001,n6,n5,4,90.000,97.422,7.422,1
1,medium,5.0,40,AODV,1001,n10,n14,22,165.000,170.178,5.178,1
1,medium,5.0,40,AODV,1001,n10,n9,7,180.000,189.209,9.209,1
1,medium,5.0,40,AODV,1001,n10,n14,22,225.000,232.422,7.422,1
1,medium,5.0,40,AODV,1001,n10,n9,7,240.000,246.323,6.323,1
1,medium,5.0,40,OLSR,1001,n6,n10,18,75.000,84.209,9.209,1
1,medium,5.0,40,OLSR,1001,n6,n10,18,135.000,142.422,7.422,1
1,medium,5.0,40,OLSR,1001,n10,n14,22,225.000,230.178,5.178,1
1,medium,5.0,40,OLSR,1001,n10,n14,22,285.000,294.209,9.209,1
1,medium,5.0,40,OLSR,1001,n10,n14,22,345.000,352.422,7.422,1
1,medium,5.0,40,OLSR,1001,n10,n14,22,405.000,411.323,6.323,1
1,medium,5.0,40,DSR,1001,n6,n10,18,75.000,84.209,9.209,1
1,medium,5.0,40,DSR,1001,n6,n5,4,90.000,97.422,7.422,1
1,medium,5.0,41,DSDV,1001,n6,n10,18,75.000,84.029,9.029,1
1,medium,5.0,41,DSDV,1001,n6,n5,4,90.000,95.178,5.178,1
1,medium,5.0,41,DSDV,1001,n6,n10,18,135.000,140.505,5.505,1
1,medium,5.0,41,DSDV,1001,n6,n5,4,150.000,158.969,8.969,1
1,medium,5.0,41,DSDV,1001,n10,n14,22,225.000,230.178,5.178,1
1,medium,5.0,41,AODV,1001,n6,n10,18,75.000,84.029,9.029,1
1,medium,5.0,41,AODV,1001,n6,n5,4,90.000,95.178,5.178,1
1,medium,5.0,41,AODV,1001,n6,n5,4,150.000,155.505,5.505,1
1,medium,5.0,41,AODV,1001,n6,n10,18,195.000,203.969,8.969,1
1,medium,5.0,41,OLSR,1001,n6,n10,18,75.000,84.029,9.029,1
1,medium,5.0,41,OLSR,1001,n6,n10,18,135.000,140.178,5.178,1
1,medium,5.0,41,OLSR,1001,n6,n10,18,195.000,200.505,5.505,1
1,medium,5.0,41,OLSR,1001,n6,n10,18,255.000,263.969,8.969,1
1,medium,5.0,41,OLSR,1001,n10,n14,22,345.000,350.178,5.178,1
1,medium,5.0,41,DSR,1001,n6,n10,18,75.000,84.029,9.029,1
1,medium,5.0,41,DSR,1001,n6,n5,4,90.000,95.178,5.178,1
1,medium,5.0,41,DSR,1001,n6,n5,4,150.000,155.505,5.505,1
1,medium,5.0,41,DSR,1001,n6,n10,18,195.000,203.969,8.969,1
1,medium,5.0,42,DSDV,1001,n6,n10,18,75.000,80.505,5.505,1
1,medium,5.0,42,DSDV,1001,n6,n5,4,90.000,98.969,8.969,1
1,medium,5.0,42,DSDV,1001,n6,n10,18,135.000,144.029,9.029,1
1,medium,5.0,42,DSDV,1001,n6,n5,4,150.000,155.178,5.178,1
1,medium,5.0,42,DSDV,1001,n6,n10,18,195.000,204.209,9.209,1
1,medium,5.0,42,DSDV,1001,n6,n5,4,210.000,217.422,7.422,1
1,medium,5.0,42,DSDV,1001,n6,n10,18,255.000,261.323,6.323,1
1,medium,5.0,42,AODV,1001,n6,n10,18,75.000,80.505,5.505,1
1,medium,5.0,42,AODV,1001,n6,n5,4,90.000,98.969,8.969,1
1,medium,5.0,42,AODV,1001,n6,n10,18,135.000,144.029,9.029,1
1,medium,5.0,42,AODV,1001,n6,n5,4,150.000,155.178,5.178,1
1,medium,5.0,42,AODV,1001,n6,n5,4,210.000,219.209,9.209,1
1,medium,5.0,42,AODV,1001,n6,n10,18,255.000,262.422,7.422,1
1,medium,5.0,42,AODV,1001,n6,n5,4,270.000,276.323,6.323,1
1,medium,5.0,42,OLSR,1001,n6,n10,18,75.000,80.505,5.505,1
1,medium,5.0,42,OLSR,1001,n6,n10,18,135.000,143.969,8.969,1
1,medium,5.0,42,OLSR,1001,n6,n10,18,195.000,204.029,9.029,1
1,medium,5.0,42,OLSR,1001,n6,n10,18,255.000,260.178,5.178,1
1,medium,5.0,42,OLSR,1001,n6,n10,18,315.000,324.209,9.209,1
1,medium,5.0,42,OLSR,1001,n6,n10,18,375.000,382.422,7.422,1
1,medium,5.0,42,OLSR,1001,n6,n10,18,435.000,441.323,6.323,1
1,medium,5.0,42,DSR,1001,n6,n10,18,75.000,80.505,5.505,1
1,medium,5.0,42,DSR,1001,n6,n5,4,90.000,98.969,8.969,1
1,medium,5.0,42,DSR,1001,n6,n10,18,135.000,144.029,9.029,1
1,medium,5.0,42,DSR,1001,n6,n5,4,150.000,155.178,5.178,1
1,medium,5.0,42,DSR,1001,n6,n5,4,210.000,219.209,9.209,1
1,medium,5.0,42,DSR,1001,n6,n10,18,255.000,262.422,7.422,1
1,medium,5.0,42,DSR,1001,n6,n5,4,270.000,276.323,6.323,1
1,medium,5.0,43,DSDV,1001,n10,n14,22,105.000,110.178,5.178,1
1,medium,5.0,43,DSDV,1001,n10,n9,7,120.000,125.505,5.505,1
1,medium,5.0,43,DSDV,1001,n10,n14,22,165.000,173.969,8.969,1
1,medium,5.0,43,AODV,1001,n10,n14,22,105.000,110.178,5.178,1
1,medium,5.0,43,AODV,1001,n10,n9,7,120.000,125.505,5.505,1
1,medium,5.0,43,AODV,1001,n10,n14,22,165.000,173.969,8.969,1
1,medium,5.0,43,OLSR,1001,n10,n14,22,105.000,110.178,5.178,1
1,medium,5.0,43,OLSR,1001,n10,n14,22,165.000,170.505,5.505,1
1,medium,5.0,43,OLSR,1001,n10,n14,22,225.000,233.969,8.969,1
1,medium,5.0,43,DSR,1001,n10,n14,22,105.000,110.178,5.178,1
1,medium,5.0,43,DSR,1001,n10,n9,7,120.000,125.505,5.505,1
1,medium,5.0,43,DSR,1001,n10,n9,7,180.000,188.969,8.969,1
1,medium,5.0,44,DSDV,1001,n6,n10,18,75.000,80.465,5.465,1
1,medium,5.0,44,AODV,1001,n6,n10,18,75.000,80.465,5.465,1
1,medium,5.0,44,OLSR,1001,n6,n10,18,75.000,80.465,5.465,1
1,medium,5.0,44,DSR,1001,n6,n10,18,75.000,80.465,5.465,1
1,medium,6.0,37,sim,1001,n6,n10,18,75.000,80.765,5.765,1
1,medium,6.0,37,sim,1001,n6,n5,4,90.000,99.437,9.437,1
1,medium,6.0,37,sim,1001,n6,n10,18,135.000,140.891,5.891,1
1,medium,6.0,37,sim,1001,n6,n5,4,150.000,157.182,7.182,1
1,medium,6.0,37,sim,1001,n6,n10,18,195.000,200.645,5.645,1
1,medium,6.0,37,sim,1001,n6,n5,4,210.000,215.378,5.378,1
1,medium,6.0,37,sim,1001,n6,n10,18,255.000,260.510,5.510,1
1,medium,6.0,37,AODV,1001,n6,n10,18,75.000,80.765,5.765,1
1,medium,6.0,37,AODV,1001,n6,n5,4,90.000,99.437,9.437,1
1,medium,6.0,37,AODV,1001,n6,n10,18,135.000,140.891,5.891,1
1,medium,6.0,37,AODV,1001,n6,n5,4,150.000,157.182,7.182,1
1,medium,6.0,37,AODV,1001,n6,n10,18,195.000,200.645,5.645,1
1,medium,6.0,37,AODV,1001,n6,n5,4,210.000,215.378,5.378,1
1,medium,6.0,37,AODV,1001,n6,n10,18,255.000,260.510,5.510,1
1,medium,6.0,37,OLSR,1001,n6,n10,18,75.000,80.765,5.765,1
1,medium,6.0,37,OLSR,1001,n6,n10,18,135.000,144.437,9.437,1
1,medium,6.0,37,OLSR,1001,n6,n10,18,195.000,200.891,5.891,1
1,medium,6.0,37,OLSR,1001,n6,n10,18,255.000,262.182,7.182,1
1,medium,6.0,37,OLSR,1001,n6,n10,18,315.000,320.645,5.645,1
1,medium,6.0,37,OLSR,1001,n6,n10,18,375.000,380.378,5.378,1
1,medium,6.0,37,OLSR,1001,n6,n10,18,435.000,440.510,5.510,1
1,medium,6.0,37,OLSR,1001,n10,n14,22,525.000,530.363,5.363,1
1,medium,6.0,37,OLSR,1001,n10,n14,22,585.000,590.532,5.532,1
1,medium,6.0,37,OLSR,1001,n10,n14,22,645.000,650.510,5.510,1
1,medium,6.0,37,DSR,1001,n6,n10,18,75.000,80.765,5.765,1
1,medium,6.0,37,DSR,1001,n6,n5,4,90.000,99.437,9.437,1
1,medium,6.0,37,DSR,1001,n6,n10,18,135.000,140.891,5.891,1
1,medium,6.0,37,DSR,1001,n6,n5,4,150.000,157.182,7.182,1
1,medium,6.0,37,DSR,1001,n6,n5,4,210.000,215.645,5.645,1
1,medium,6.0,37,DSR,1001,n6,n10,18,255.000,260.378,5.378,1
1,medium,6.0,37,DSR,1001,n6,n5,4,270.000,275.510,5.510,1
1,medium,6.0,38,DSDV,1001,n6,n10,18,75.000,80.891,5.891,1
1,medium,6.0,38,DSDV,1001,n6,n5,4,90.000,97.182,7.182,1
1,medium,6.0,38,DSDV,1001,n6,n10,18,135.000,140.765,5.765,1
1,medium,6.0,38,DSDV,1001,n6,n5,4,150.000,159.437,9.437,1
1,medium,6.0,38,DSDV,1001,n10,n14,22,225.000,232.182,7.182,1
1,medium,6.0,38,DSDV,1001,n10,n9,7,240.000,246.834,6.834,1
1,medium,6.0,38,DSDV,1001,n10,n14,22,285.000,291.156,6.156,1
1,medium,6.0,38,DSDV,1001,n10,n9,7,300.000,305.510,5.510,1
1,medium,6.0,38,AODV,1001,n6,n10,18,75.000,80.891,5.891,1
1,medium,6.0,38,AODV,1001,n6,n5,4,90.000,97.182,7.182,1
1,medium,6.0,38,AODV,1001,n6,n10,18,135.000,140.765,5.765,1
1,medium,6.0,38,AODV,1001,n6,n5,4,150.000,159.437,9.437,1
1,medium,6.0,38,AODV,1001,n10,n14,22,225.000,232.182,7.182,1
1,medium,6.0,38,AODV,1001,n10,n9,7,240.000,246.834,6.834,1
1,medium,6.0,38,AODV,1001,n10,n14,22,285.000,291.156,6.156,1
1,medium,6.0,38,AODV,1001,n10,n9,7,300.000,305.510,5.510,1
1,medium,6.0,38,OLSR,1001,n6,n10,18,75.000,80.891,5.891,1
1,medium,6.0,38,OLSR,1001,n6,n10,18,135.000,142.182,7.182,1
1,medium,6.0,38,OLSR,1001,n6,n10,18,195.000,200.765,5.765,1
1,medium,6.0,38,OLSR,1001,n6,n10,18,255.000,264.437,9.437,1
1,medium,6.0,38,OLSR,1001,n10,n14,22,345.000,352.182,7.182,1
1,medium,6.0,38,OLSR,1001,n10,n14,22,405.000,411.834,6.834,1
1,medium,6.0,38,OLSR,1001,n10,n14,22,465.000,471.156,6.156,1
1,medium,6.0,38,OLSR,1001,n10,n14,22,525.000,530.510,5.510,1
1,medium,6.0,38,DSR,1001,n6,n10,18,75.000,80.891,5.891,1
1,medium,6.0,38,DSR,1001,n6,n5,4,90.000,97.182,7.182,1
1,medium,6.0,38,DSR,1001,n6,n5,4,150.000,155.765,5.765,1
1,medium,6.0,38,DSR,1001,n6,n10,18,195.000,204.437,9.437,1
1,medium,6.0,39,DSDV,1001,n6,n10,18,75.000,80.645,5.645,1
1,medium,6.0,39,DSDV,1001,n6,n5,4,90.000,95.378,5.378,1
1,medium,6.0,39,DSDV,1001,n10,n14,22,165.000,172.182,7.182,1
1,medium,6.0,39,DSDV,1001,n10,n9,7,180.000,185.645,5.645,1
1,medium,6.0,39,DSDV,1001,n10,n14,22,225.000,230.378,5.378,1
1,medium,6.0,39,DSDV,1001,n10,n9,7,240.000,245.510,5.510,1
1,medium,6.0,39,AODV,1001,n6,n10,18,75.000,80.645,5.645,1
1,medium,6.0,39,AODV,1001,n6,n5,4,90.000,95.378,5.378,1
1,medium,6.0,39,AODV,1001,n10,n14,22,165.000,172.182,7.182,1
1,medium,6.0,39,AODV,1001,n10,n9,7,180.000,185.645,5.645,1
1,medium,6.0,39,AODV,1001,n10,n14,22,225.000,230.378,5.378,1
1,medium,6.0,39,AODV,1001,n10,n9,7,240.000,245.510,5.510,1
1,medium,6.0,39,OLSR,1001,n6,n10,18,75.000,80.645,5.645,1
1,medium,6.0,39,OLSR,1001,n6,n10,18,135.000,140.378,5.378,1
1,medium,6.0,39,OLSR,1001,n10,n14,22,225.000,232.182,7.182,1
1,medium,6.0,39,OLSR,1001,n10,n14,22,285.000,290.645,5.645,1
1,medium,6.0,39,OLSR,1001,n10,n14,22,345.000,350.378,5.378,1
1,medium,6.0,39,OLSR,1001,n10,n14,22,405.000,410.510,5.510,1
1,medium,6.0,39,DSR,1001,n6,n10,18,75.000,80.645,5.645,1
1,medium,6.0,39,DSR,1001,n6,n5,4,90.000,95.378,5.378,1
1,medium,6.0,40,DSDV,1001,n6,n10,18,75.000,84.209,9.209,1
1,medium,6.0,40,DSDV,1001,n6,n5,4,90.000,97.422,7.422,1
1,medium,6.0,40,DSDV,1001,n10,n14,22,165.000,170.178,5.178,1
1,medium,6.0,40,DSDV,1001,n10,n9,7,180.000,189.209,9.209,1
1,medium,6.0,40,DSDV,1001,n10,n14,22,225.000,232.422,7.422,1
1,medium,6.0,40,DSDV,1001,n10,n9,7,240.000,246.323,6.323,1
1,medium,6.0,40,AODV,1001,n6,n10,18,75.000,84.209,9.209,1
1,medium,6.0,40,AODV,1001,n6,n5,4,90.000,97.422,7.422,1
1,medium,6.0,40,AODV,1001,n10,n14,22,165.000,170.178,5.178,1
1,medium,6.0,40,AODV,1001,n10,n9,7,180.000,189.209,9.209,1
1,medium,6.0,40,AODV,1001,n10,n14,22,225.000,232.422,7.422,1
1,medium,6.0,40,AODV,1001,n10,n9,7,240.000,246.323,6.323,1
1,medium,6.0,40,OLSR,1001,n6,n10,18,75.000,84.209,9.209,1
1,medium,6.0,40,OLSR,1001,n6,n10,18,135.000,142.422,7.422,1
1,medium,6.0,40,OLSR,1001,n10,n14,22,225.000,230.178,5.178,1
1,medium,6.0,40,OLSR,1001,n10,n14,22,285.000,294.209,9.209,1
1,medium,6.0,40,OLSR,1001,n10,n14,22,345.000,352.422,7.422,1
1,medium,6.0,40,OLSR,1001,n10,n14,22,405.000,411.323,6.323,1
1,medium,6.0,40,DSR,1001,n6,n10,18,75.000,84.209,9.209,1
1,medium,6.0,40,DSR,1001,n6,n5,4,90.000,97.422,7.422,1
1,medium,6.0,41,DSDV,1001,n6,n10,18,75.000,84.029,9.029,1
1,medium,6.0,41,DSDV,1001,n6,n5,4,90.000,95.178,5.178,1
1,medium,6.0,41,DSDV,1001,n6,n10,18,135.000,140.505,5.505,1
1,medium,6.0,41,DSDV,1001,n6,n5,4,150.000,158.969,8.969,1
1,medium,6.0,41,DSDV,1001,n10,n14,22,225.000,230.178,5.178,1
1,medium,6.0,41,AODV,1001,n6,n10,18,75.000,84.029,9.029,1
1,medium,6.0,41,AODV,1001,n6,n5,4,90.000,95.178,5.178,1
1,medium,6.0,41,AODV,1001,n6,n5,4,150.000,155.505,5.505,1
1,medium,6.0,41,AODV,1001,n6,n10,18,195.000,203.969,8.969,1
1,medium,6.0,41,OLSR,1001,n6,n10,18,75.000,84.029,9.029,1
1,medium,6.0,41,OLSR,1001,n6,n10,18,135.000,140.178,5.178,1
1,medium,6.0,41,OLSR,1001,n6,n10,18,195.000,200.505,5.505,1
1,medium,6.0,41,OLSR,1001,n6,n10,18,255.000,263.969,8.969,1
1,medium,6.0,41,OLSR,1001,n10,n14,22,345.000,350.178,5.178,1
1,medium,6.0,41,DSR,1001,n6,n10,18,75.000,84.029,9.029,1
1,medium,6.0,41,DSR,1001,n6,n5,4,90.000,95.178,5.178,1
1,medium,6.0,41,DSR,1001,n6,n5,4,150.000,155.505,5.505,1
1,medium,6.0,41,DSR,1001,n6,n10,18,195.000,203.969,8.969,1
1,medium,6.0,42,DSDV,1001,n6,n10,18,75.000,80.505,5.505,1
1,medium,6.0,42,DSDV,1001,n6,n5,4,90.000,98.969,8.969,1
1,medium,6.0,42,DSDV,1001,n6,n10,18,135.000,144.029,9.029,1
1,medium,6.0,42,DSDV,1001,n6,n5,4,150.000,155.178,5.178,1
1,medium,6.0,42,DSDV,1001,n6,n10,18,195.000,204.209,9.209,1
1,medium,6.0,42,DSDV,1001,n6,n5,4,210.000,217.422,7.422,1
1,medium,6.0,42,DSDV,1001,n6,n10,18,255.000,261.323,6.323,1
1,medium,6.0,42,AODV,1001,n6,n10,18,75.000,80.505,5.505,1
1,medium,6.0,42,AODV,1001,n6,n5,4,90.000,98.969,8.969,1
1,medium,6.0,42,AODV,1001,n6,n10,18,135.000,144.029,9.029,1
1,medium,6.0,42,AODV,1001,n6,n5,4,150.000,155.178,5.178,1
1,medium,6.0,42,AODV,1001,n6,n5,4,210.000,219.209,9.209,1
1,medium,6.0,42,AODV,1001,n6,n10,18,255.000,262.422,7.422,1
1,medium,6.0,42,AODV,1001,n6,n5,4,270.000,276.323,6.323,1
1,medium,6.0,42,OLSR,1001,n6,n10,18,75.000,80.505,5.505,1
1,medium,6.0,42,OLSR,1001,n6,n10,18,135.000,143.969,8.969,1
1,medium,6.0,42,OLSR,1001,n6,n10,18,195.000,204.029,9.029,1
1,medium,6.0,42,OLSR,1001,n6,n10,18,255.000,260.178,5.178,1
1,medium,6.0,42,OLSR,1001,n6,n10,18,315.000,324.209,9.209,1
1,medium,6.0,42,OLSR,1001,n6,n10,18,375.000,382.422,7.422,1
1,medium,6.0,42,OLSR,1001,n6,n10,18,435.000,441.323,6.323,1
1,medium,6.0,42,DSR,1001,n6,n10,18,75.000,80.505,5.505,1
1,medium,6.0,42,DSR,1001,n6,n5,4,90.000,98.969,8.969,1
1,medium,6.0,42,DSR,1001,n6,n10,18,135.000,144.029,9.029,1
1,medium,6.0,42,DSR,1001,n6,n5,4,150.000,155.178,5.178,1
1,medium,6.0,42,DSR,1001,n6,n5,4,210.000,219.209,9.209,1
1,medium,6.0,42,DSR,1001,n6,n10,18,255.000,262.422,7.422,1
1,medium,6.0,42,DSR,1001,n6,n5,4,270.000,276.323,6.323,1
1,medium,6.0,43,DSDV,1001,n10,n14,22,105.000,110.178,5.178,1
1,medium,6.0,43,DSDV,1001,n10,n9,7,120.000,125.505,5.505,1
1,medium,6.0,43,DSDV,1001,n10,n14,22,165.000,173.969,8.969,1
1,medium,6.0,43,AODV,1001,n10,n14,22,105.000,110.178,5.178,1
1,medium,6.0,43,AODV,1001,n10,n9,7,120.000,125.505,5.505,1
1,medium,6.0,43,AODV,1001,n10,n14,22,165.000,173.969,8.969,1
1,medium,6.0,43,OLSR,1001,n10,n14,22,105.000,110.178,5.178,1
1,medium,6.0,43,OLSR,1001,n10,n14,22,165.000,170.505,5.505,1
1,medium,6.0,43,OLSR,1001,n10,n14,22,225.000,233.969,8.969,1
1,medium,6.0,43,DSR,1001,n10,n14,22,105.000,110.178,5.178,1
1,medium,6.0,43,DSR,1001,n10,n9,7,120.000,125.505,5.505,1
1,medium,6.0,43,DSR,1001,n10,n9,7,180.000,188.969,8.969,1
1,medium,6.0,44,DSDV,1001,n6,n10,18,75.000,80.465,5.465,1
1,medium,6.0,44,AODV,1001,n6,n10,18,75.000,80.465,5.465,1
1,medium,6.0,44,OLSR,1001,n6,n10,18,75.000,80.465,5.465,1
1,medium,6.0,44,DSR,1001,n6,n10,18,75.000,80.465,5.465,1
1,medium,6.5,37,sim,1001,n6,n10,18,75.000,80.765,5.765,1
1,medium,6.5,37,sim,1001,n6,n5,4,90.000,99.437,9.437,1
1,medium,6.5,37,sim,1001,n6,n10,18,135.000,140.891,5.891,1
1,medium,6.5,37,sim,1001,n6,n5,4,150.000,157.182,7.182,1
1,medium,6.5,37,sim,1001,n6,n10,18,195.000,200.645,5.645,1
1,medium,6.5,37,sim,1001,n6,n5,4,210.000,215.378,5.378,1
1,medium,6.5,37,sim,1001,n6,n10,18,255.000,260.510,5.510,1
1,medium,6.5,37,AODV,1001,n6,n10,18,75.000,80.765,5.765,1
1,medium,6.5,37,AODV,1001,n6,n5,4,90.000,99.437,9.437,1
1,medium,6.5,37,AODV,1001,n6,n10,18,135.000,140.891,5.891,1
1,medium,6.5,37,AODV,1001,n6,n5,4,150.000,157.182,7.182,1
1,medium,6.5,37,AODV,1001,n6,n10,18,195.000,200.645,5.645,1
1,medium,6.5,37,AODV,1001,n6,n5,4,210.000,215.378,5.378,1
1,medium,6.5,37,AODV,1001,n6,n10,18,255.000,260.510,5.510,1
1,medium,6.5,37,OLSR,1001,n6,n10,18,75.000,80.765,5.765,1
1,medium,6.5,37,OLSR,1001,n6,n10,18,135.000,144.437,9.437,1
1,medium,6.5,37,OLSR,1001,n6,n10,18,195.000,200.891,5.891,1
1,medium,6.5,37,OLSR,1001,n6,n10,18,255.000,262.182,7.182,1
1,medium,6.5,37,OLSR,1001,n6,n10,18,315.000,320.645,5.645,1
1,medium,6.5,37,OLSR,1001,n6,n10,18,375.000,380.378,5.378,1
1,medium,6.5,37,OLSR,1001,n6,n10,18,435.000,440.510,5.510,1
1,medium,6.5,37,OLSR,1001,n10,n14,22,525.000,530.363,5.363,1
1,medium,6.5,37,OLSR,1001,n10,n14,22,585.000,590.532,5.532,1
1,medium,6.5,37,OLSR,1001,n10,n14,22,645.000,650.510,5.510,1
1,medium,6.5,37,DSR,1001,n6,n10,18,75.000,80.765,5.765,1
1,medium,6.5,37,DSR,1001,n6,n5,4,90.000,99.437,9.437,1
1,medium,6.5,37,DSR,1001,n6,n10,18,135.000,140.891,5.891,1
1,medium,6.5,37,DSR,1001,n6,n5,4,150.000,157.182,7.182,1
1,medium,6.5,37,DSR,1001,n6,n5,4,210.000,215.645,5.645,1
1,medium,6.5,37,DSR,1001,n6,n10,18,255.000,260.378,5.378,1
1,medium,6.5,37,DSR,1001,n6,n5,4,270.000,275.510,5.510,1
1,medium,6.5,38,DSDV,1001,n6,n10,18,75.000,80.891,5.891,1
1,medium,6.5,38,DSDV,1001,n6,n5,4,90.000,97.182,7.182,1
1,medium,6.5,38,DSDV,1001,n6,n10,18,135.000,140.765,5.765,1
